filepath,cluster,weak_label,distance
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\4f957598-f192-4dca-863d-f854b6a794a5.jpg,0,1,21.117117
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\4ff27469-de3a-4025-8ae9-7ca95650115c.jpg,1,0,25.5277
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\5161b562-dee2-4274-bfa3-71ee764d2f3a.jpg,1,0,24.067814
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\51d94c32-e7d6-4c12-871f-60aa862442fe.jpg,1,0,14.163117
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\526c8abe-325b-4e72-bff7-3476900bee6c.jpg,1,0,15.109311
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\52b3b597-7397-4e1c-8e8b-8f8b84af20b7.jpg,1,0,27.03926
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\52cc60ff-dedd-4ed0-be2a-7538d2ed96d7.jpg,1,0,21.666113
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\52d8deef-b6a8-4772-8a02-be9a7f6b3741.jpg,1,0,14.618439
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\530336b1-b63c-4693-a842-088374c12d4b.jpg,0,1,17.864334
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\533b4415-879e-490c-b039-eb272938ba83.jpg,1,0,17.078962
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\53af10d9-bad5-48ff-ba27-f26153fb11a1.jpg,0,1,13.6090765
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\53e9498b-de30-45f9-9653-768b3838b364.jpg,1,0,28.965889
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\5408cb44-850a-49d9-8f6e-8e7d7d6ea44a.jpg,1,0,35.03555
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\553cf3fa-ab91-47b4-98c9-9e6c9f3c964f.jpg,1,0,20.867025
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\55938246-aacc-4725-8e13-59d3bfaaf974.jpg,1,0,24.220861
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\55e150d8-7be4-4d4b-88b9-8dfaf3ab7d86.jpg,1,0,24.712723
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\55ff4348-5711-47d8-9482-11fdfae5a64a.jpg,1,0,22.352425
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\56349c6c-aa8c-49a4-9112-f50938eecfed.jpg,1,0,22.579737
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\56c4e87b-d26c-4163-aad6-cc18cdb31c4d.jpg,0,1,18.451103
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\56e37c03-c9a4-4e39-8d6f-12bf8e03dcb4.jpg,0,1,12.3855095
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\56f2989c-2983-4d9e-8cfd-2aceae7cad0e.jpg,1,0,25.537739
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\57b499f8-f04b-4c6c-96ee-1ebf4eba5f12.jpg,1,0,26.712736
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\57e77227-39fe-4d00-9419-a6cbdbc33e16.jpg,1,0,16.96997
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\59012ec2-6d1a-49b9-b7d2-91095e72f177.jpg,1,0,17.93106
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\5917a21d-0a1e-4138-ab5d-0d0e29d32b6b.jpg,0,1,23.139486
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\592e9fb8-cf27-4acf-ab1f-7644e76ff88e.jpg,0,1,34.366528
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\5a3b10ea-d871-4565-ab46-604e9903f3ee.jpg,1,0,16.669712
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\5a4646c6-3d6e-43db-aab7-1205f7cca59b.jpg,1,0,21.429424
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\5a989308-5f9a-4528-9323-7a6c6547107d.jpg,1,0,23.158941
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\5aa75529-97ae-4f97-b1fd-50e0d070ba04.jpg,1,0,21.301386
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\5ad5d915-777b-4f36-84a1-2c019a869145.jpg,1,0,22.108912
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\5b819f6b-dd29-42b7-b4ac-29ef152bf6bb.jpg,1,0,21.041729
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\5ba37d73-71d7-42f0-9d4f-f5180e6aa90b.jpg,1,0,23.731504
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\5c4bac09-ff98-42e0-92d7-39d2795ce655.jpg,1,0,23.445917
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\5c9fe812-4d0a-4c85-b58a-e2e47b731aec.jpg,1,0,18.845705
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\5cab86f2-5334-48fa-89b8-29ec76dc8e0e.jpg,1,0,19.964832
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\5cd3ab20-9d14-41b8-a8f6-6a4656ff6037.jpg,0,1,20.572792
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\5d54c255-27b9-4656-9450-b0482579555a.jpg,1,0,19.258549
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\5d9c556c-ccf4-4960-a0c4-3fd6a3043fac.jpg,1,0,23.959993
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\5dd5c97a-611d-4503-b61b-41e0c3392f01.jpg,1,0,23.449394
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\5ddcb581-7e49-4d44-9cb0-ff728b2a0742.jpg,0,1,19.93982
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\5df0a274-ccd4-4403-ac8c-453f51ffeedc.jpg,1,0,20.15047
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\5e06645e-7143-415b-9489-eb075330037a.jpg,1,0,25.949429
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\5e0830ef-ca21-4640-9a17-5e696db5efa6.jpg,1,0,15.49725
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\5e507feb-4ab0-4ac8-b211-5f34dd99e490.jpg,0,1,18.27989
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\5ea43909-09a1-45a8-9d03-f3b9df576090.jpg,1,0,17.08382
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\5ee07b35-5f1b-4871-986f-9890511a6459.jpg,1,0,27.7959
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\5f4659b2-668e-4f60-829f-b8157dcc15fd.jpg,1,0,18.701813
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\5f4f7c1c-0ad6-4826-9a96-0c264d5f4b07.jpg,1,0,16.606598
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\5f7d15a8-3033-47f9-8afc-6e18d3652ce1.jpg,0,1,19.852644
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\5f80fa29-e2a3-4897-ac4e-d3ec50b42898.jpg,1,0,15.1480255
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\5fe1b066-348e-4ae9-b483-9fd19aeb670f.jpg,1,0,27.783293
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\6088b0d9-038a-4ad4-9f1d-24c6ecc01080.jpg,1,0,25.831358
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\60bee275-9a87-48eb-a18d-c2eb53ccc30f.jpg,1,0,20.758028
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\611cdb80-2293-4ba6-8b32-7d2943a1bb17.jpg,1,0,16.624935
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\61573140-5d9f-4678-96d9-2edd5b17cfe5.jpg,0,1,13.234153
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\61c75b00-ab30-4af7-9017-e4d2c000ec79.jpg,0,1,22.455229
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\61e529cd-243c-41a1-aab7-ad06eb8281bf.jpg,1,0,31.521042
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\62125f5d-8ac3-48a7-851b-ea7dde08bc50.jpg,1,0,18.543621
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\622159c6-bf81-4300-82ac-ec4583143d51.jpg,1,0,14.443675
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\63297907-41e2-4a9f-90a2-4343f07a1580.jpg,1,0,15.425046
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\63493130-2687-4ed7-90a0-c5f26adad303.jpg,1,0,28.683361
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\63f74ae7-15f3-40e6-90f8-850dd20dbb70.jpg,1,0,22.74244
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\64621ec7-b7c0-49ab-80d4-effba160d22c.jpg,1,0,20.781616
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\647895dc-e736-4a30-bc1b-71c5b3065b17.jpg,1,0,24.925808
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\65305eca-4322-433d-8b85-018e7f3b76c8.jpg,1,0,18.647923
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\65444b52-e69f-4a86-9a26-68ed2bf6addf.jpg,1,0,14.189499
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\65664115-d6c0-4d61-8708-1e8e36f1c193.jpg,0,1,15.808897
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\65d5aca4-a25f-4fa8-9b48-c5c46fadbf7a.jpg,1,0,22.352167
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\6617f4da-4eff-47cd-b82b-e805cf91133f.jpg,1,0,18.114622
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\6691bbb0-a19f-4ac0-abb6-5614543e173e.jpg,1,0,20.127645
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\66c8ed25-12ad-4966-a78e-e03e2f2d1052.jpg,1,0,21.034996
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\6825eab8-f17c-4521-a5b7-818729c0c5d9.jpg,1,0,16.089193
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\6835f69b-714e-4707-843c-3b11613a41ca.jpg,1,0,18.411299
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\68974c00-5555-4cda-907f-fa19e2ebba1d.jpg,1,0,19.202467
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\68c5d327-c169-40d6-b3e6-f0e2f1b3d61b.jpg,0,1,21.674913
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\694f4feb-433e-458a-8112-64c143ad8193.jpg,0,1,18.504103
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\696edec1-fa74-41ed-bf5d-f97cade93e84.jpg,0,1,21.128267
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\69abbee9-403a-4850-84e6-d7817ea07054.jpg,1,0,25.312685
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\69bbe849-f752-4ee7-890f-6bbba6638e28.jpg,1,0,18.85383
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\6a7044e6-3c4d-4116-a9a3-30cba4d29631.jpg,1,0,32.646416
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\6ac0eeae-9e1f-4553-9697-c6d1720fe07a.jpg,1,0,16.39721
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\6b0fca63-8a4d-42e1-9868-88574caae98b.jpg,1,0,32.221718
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\6b21bb22-dc60-4553-9d0a-887785ea9ad1.jpg,1,0,29.08152
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\6b28f672-9bbc-4716-98bc-ceae9b69fb7f.jpg,0,1,21.165882
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\6c2d1073-be0a-4fe8-b93f-2b6fdcbaa1ec.jpg,1,0,14.821634
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\6c2fefb9-b272-4ac9-ad8a-9ff7392fff20.jpg,0,1,17.595795
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\6c3376de-dc04-4a3f-9025-91bab1caeef1.jpg,0,1,17.255997
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\6c4e751a-c8c2-41f6-914b-81e86cf46ae1.jpg,1,0,14.604262
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\6c972558-ea9f-40d6-81a5-462f6027c0c7.jpg,1,0,23.206587
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\6d2dd6dd-cb52-449f-b878-be06d24c6f45.jpg,1,0,18.818094
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\6d54198f-6c33-4158-8c3b-41ae0528f76d.jpg,1,0,24.79475
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\6d6fe912-d114-48cd-8287-38fe3f715317.jpg,0,1,19.642288
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\6d76f746-5892-4047-baf4-f10e04f666b0.jpg,0,1,15.803576
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\6d811cfe-af52-429d-a172-5dc70ed3d171.jpg,0,1,19.032219
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\6decc05c-06d4-4f89-98e7-ac6683d105ff.jpg,1,0,32.221714
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\6e97f17a-b3c2-4cd6-a67b-c6d086eb07a3.jpg,1,0,17.500753
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\6f10035d-1478-441a-8129-b0c4c119615d.jpg,1,0,21.066446
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\6f5076f7-0726-4902-a8f9-e6ae2d73d300.jpg,1,0,22.09004
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\6f8b8969-a7da-4427-b0de-381f8bba0392.jpg,1,0,29.044947
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\6faf8336-a090-44fa-9199-4e861c75fd99.jpg,1,0,22.024136
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\6fd760c2-e08a-47de-a044-7934ef77f8f7.jpg,1,0,18.13095
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\70727332-b9d9-4641-9ee2-1c74a56740ad.jpg,1,0,22.830633
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\70a8c350-f1f7-4f3c-a258-04e128d81fd5.jpg,0,1,16.592957
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\70ce15fd-5ae1-4380-83dc-2fdb28af7fb8.jpg,0,1,18.654274
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\711759be-1114-4151-8738-f4196ea00d40.jpg,1,0,17.95409
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\71334459-58f0-4373-8805-6100e6d9b5ed.jpg,1,0,25.185965
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\71cc7faa-cfeb-4929-83dd-873d5853f05b.jpg,0,1,19.96248
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\7288246b-195b-43ba-856b-0828c6a4909c.jpg,1,0,24.698807
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\72ad582f-9c85-4ec4-8d90-8d0106b0c87c.jpg,1,0,29.26131
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\72da5ddd-59cb-48b1-b6f2-28251f644d68.jpg,1,0,21.667738
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\7308f105-d60e-40a8-a0d2-6416566053ca.jpg,1,0,21.62918
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\73be5c72-4e3c-45c2-9e60-b710ba23c1f8.jpg,1,0,24.09128
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\73c7dece-6cf7-419d-9879-0c029dbaea7d.jpg,0,1,14.446382
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\74f8ba3b-c1f4-4d7c-9fac-70848ca6a270.jpg,1,0,22.394253
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\754b5cb9-275c-43ac-943d-790d31e374c6.jpg,1,0,30.051104
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\755bc290-c99a-4898-b252-23d37614ee88.jpg,0,1,19.11816
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\75ee0f44-658d-4ae6-908f-3097b64e0cc4.jpg,1,0,17.57002
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\7679d4da-0ea0-419b-b948-05c360d205f6.jpg,0,1,15.92889
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\775a7d3f-98ab-4b64-a6fe-84e280a3480c.jpg,0,1,20.578485
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\776f811e-cd6f-4960-b570-cb74cef0a20e.jpg,1,0,27.703314
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\781965e8-8a71-434a-931c-a9c2a550570c.jpg,0,1,25.088196
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\78567fae-a1d9-46db-a7f1-e5c919ae5baf.jpg,1,0,24.684853
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\78ebd406-e28f-464f-8dd2-b0bdc6906e29.jpg,1,0,20.761759
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\78f5a709-7933-4269-b90f-7d7a656e2521.jpg,0,1,22.607073
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\79719c62-efcc-4dcb-b6e3-e4112378795e.jpg,1,0,17.65664
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\79b39b94-655d-44c1-869f-1dd073736ee2.jpg,0,1,14.265913
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\7a3d08fb-b6a9-4afa-816e-d8efef8ef1cb.jpg,1,0,25.66868
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\7b4c0b8b-e0b3-4b4b-b2fd-404824b3945c.jpg,0,1,18.03229
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\7c00276a-0708-4b7b-9035-43d973c8d174.jpg,1,0,19.701427
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\7c7b10b9-fede-44f1-808d-691e4abf9501.jpg,1,0,19.137402
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\7d258fda-1121-4de6-8463-9ea87d01c71b.jpg,1,0,25.5622
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\7d5333ae-3fe6-414f-b14f-0a1185927b13.jpg,1,0,20.740597
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\7d566399-8a85-4fec-bb32-00e5bb3101ac.jpg,1,0,16.954885
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\7e79b591-17a1-4687-aeff-f11849221fab.jpg,1,0,23.798988
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\7eefa981-4ca0-4fb1-b10c-ebb49db25b09.jpg,1,0,23.982485
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\7ff11209-fd8e-412f-935e-aaf635a25afa.jpg,1,0,18.413675
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\7ff9db72-554c-4cd2-8951-4753599ae67c.jpg,0,1,17.632586
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\8003f8a0-800d-41e3-98b6-4e69681b9a53.jpg,1,0,32.261555
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\8131dd8a-544c-47cb-b780-a970a3c6de3d.jpg,0,1,18.474297
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\81340784-52dc-4672-80aa-d3a2e01d1023.jpg,1,0,22.15245
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\8162c9e5-bae6-4c9c-8091-2e78b1d15cbf.jpg,1,0,23.974268
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\82903e03-950e-4a82-acde-768e5604b1d2.jpg,1,0,23.977812
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\82cac4d5-364b-45a3-b718-b605fe25a9a9.jpg,1,0,16.139973
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\8402b146-e427-4bba-9459-30d128dafd92.jpg,0,1,18.35167
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\8411d424-f38c-497c-aeab-30213125a487.jpg,1,0,26.391905
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\844735a2-b873-4bc8-b0c6-2022dd4517b5.jpg,1,0,28.401781
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\8495307e-e6a0-491e-a810-cca61958f4b2.jpg,1,0,26.073242
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\84e695d7-b3b6-4478-950b-8adb3128b4fb.jpg,1,0,20.733513
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\84edcdd6-224b-409c-a4f2-57754d14c097.jpg,1,0,22.433022
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\85d9cafc-64f4-4588-8300-7ddfc00e90fd.jpg,1,0,21.598589
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\85dda3ec-bac0-4bb0-bdb6-2fb214fc8f2e.jpg,0,1,14.902497
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\8622e150-72a8-4cf9-873c-290335a248af.jpg,1,0,33.248913
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\8694ce78-284d-4e82-8c9e-9f90d1efd760.jpg,1,0,24.51927
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\8757de5e-a7df-4668-bf5a-547e22d4533a.jpg,1,0,30.35614
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\87c90874-56bc-4562-8db9-19ee7d354fe3.jpg,0,1,14.805282
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\87caab74-b3e2-422b-af3a-0b253c9966c2.jpg,1,0,14.531271
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\885b0c52-8257-4511-bb61-5b773eec462e.jpg,1,0,24.254349
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\8885fcc6-68de-4743-985c-8cc88d02a579.jpg,1,0,28.3011
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\88fe5aaa-5b35-47e3-a28a-0b57fc9acabc.jpg,1,0,17.497026
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\895361c0-ffa8-4152-b0d0-53935ac35a88.jpg,0,1,17.699593
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\898c7fe5-19a1-4f37-9f4c-d5dd3edd1c84.jpg,0,1,19.504808
